Id,Anime Title,Rating,Studio,Source Material,Demographic,Genre,VAs,soup
'40750','KaifukuJutsushinoYarinaoshi',6.33,TNK,Lightnovel, 'n/a',"['Adventure', 'Drama', 'Fantasy', 'Ecchi', 'Harem', 'TimeTravel']","['HozumiYuya', 'YuyaIshigami', 'IshigamiShizuka', 'ShizukaShibuya', 'ShibuyaAyano', 'AyanoTakamori', 'TakamoriNatsumi', 'NatsumiAikawa', 'AikawaNatsuki', 'NatsukiTsuda', 'TsudaMinami', 'MinamiInada', 'InadaTetsu', 'TetsuFujita', 'FujitaMami', 'MamiShinkawa', 'ShinkawaRei', 'ReiTakumi', 'TakumiYasuaki']",KaifukuJutsushinoYarinaoshi TNK Lightnovel Adventure Drama Fantasy Ecchi Harem TimeTravel HozumiYuya YuyaIshigami IshigamiShizuka ShizukaShibuya ShibuyaAyano AyanoTakamori TakamoriNatsumi NatsumiAikawa AikawaNatsuki NatsukiTsuda TsudaMinami MinamiInada InadaTetsu TetsuFujita FujitaMami MamiShinkawa ShinkawaRei ReiTakumi TakumiYasuaki
'42249','TokyoRevengers',8.08,LIDENFILMS,Manga, 'Shounen',"['Action', 'Drama', 'Supernatural', 'Delinquents', 'School', 'TimeTravel', 'Shounen']","['HayashiYuu', 'YuuSuzuki', 'SuzukiTatsuhisa', 'TatsuhisaShin', 'ShinYuuki', 'YuukiKarino', 'KarinoShou', 'ShouMizunaka', 'MizunakaMasaaki', 'MasaakiMatsuoka', 'MatsuokaYoshitsugu', 'YoshitsuguToki', 'TokiShunichi', 'ShunichiWaki', 'WakiAzumi', 'AzumiEguchi', 'EguchiTakuya', 'TakuyaKawanishi', 'KawanishiKengo']",TokyoRevengers LIDENFILMS Manga Action Drama Supernatural Delinquents School TimeTravel Shounen HayashiYuu YuuSuzuki SuzukiTatsuhisa TatsuhisaShin ShinYuuki YuukiKarino KarinoShou ShouMizunaka MizunakaMasaaki MasaakiMatsuoka MatsuokaYoshitsugu YoshitsuguToki TokiShunichi ShunichiWaki WakiAzumi AzumiEguchi EguchiTakuya TakuyaKawanishi KawanishiKengo
'41587','BokunoHeroAcademia5thSeason',7.42,Bones,Manga, 'Shounen',"['Action', 'School', 'SuperPower', 'Shounen']","['YamashitaDaiki', 'DaikiKaji', 'KajiYuuki', 'YuukiOkamoto', 'OkamotoNobuhiko', 'NobuhikoMiyake', 'MiyakeKenta', 'KentaSuwabe', 'SuwabeJunichi', 'JunichiMasuda', 'MasudaToshiki', 'ToshikiSakura', 'SakuraAyane', 'AyaneFukuen', 'FukuenMisato', 'MisatoYuuki', 'YuukiAoi', 'AoiShimono', 'ShimonoHiro']",BokunoHeroAcademia5thSeason Bones Manga Action School SuperPower Shounen YamashitaDaiki DaikiKaji KajiYuuki YuukiOkamoto OkamotoNobuhiko NobuhikoMiyake MiyakeKenta KentaSuwabe SuwabeJunichi JunichiMasuda MasudaToshiki ToshikiSakura SakuraAyane AyaneFukuen FukuenMisato MisatoYuuki YuukiAoi AoiShimono ShimonoHiro
'41025','FumetsunoAnatae',8.38,sBase,Manga, 'Shounen',"['Adventure', 'Drama', 'Supernatural', 'Shounen']","['KawashimaReiji', 'ReijiShiraishi', 'ShiraishiRyouko', 'RyoukoHikisaka', 'HikisakaRie', 'RieUchida', 'UchidaAya', 'AyaAikawa', 'AikawaRikako', 'RikakoKawashima', 'KawashimaReiji', 'ReijiInagawa', 'InagawaEri', 'EriTsuda', 'TsudaKenjirou', 'KenjirouSaiga', 'SaigaMitsuki', 'MitsukiIwami', 'IwamiManaka']",FumetsunoAnatae sBase Manga Adventure Drama Supernatural Shounen KawashimaReiji ReijiShiraishi ShiraishiRyouko RyoukoHikisaka HikisakaRie RieUchida UchidaAya AyaAikawa AikawaRikako RikakoKawashima KawashimaReiji ReijiInagawa InagawaEri EriTsuda TsudaKenjirou KenjirouSaiga SaigaMitsuki MitsukiIwami IwamiManaka
'42361','IjiranaideNagatoro-san',7.36,TelecomAnimationFilm,Manga, 'n/a',"['Comedy', 'RomanticSubtext']","['UesakaSumire', 'SumireYamashita', 'YamashitaDaiki', 'DaikiKomatsu', 'KomatsuMikako', 'MikakoMizuki', 'MizukiNana', 'NanaSuzuki', 'SuzukiAina', 'AinaIzawa', 'IzawaShiori', 'ShioriOgino', 'OginoHatsuki', 'HatsukiInoue', 'InoueYuuki']",IjiranaideNagatoro-san TelecomAnimationFilm Manga Comedy RomanticSubtext UesakaSumire SumireYamashita YamashitaDaiki DaikiKomatsu KomatsuMikako MikakoMizuki MizukiNana NanaSuzuki SuzukiAina AinaIzawa IzawaShiori ShioriOgino OginoHatsuki HatsukiInoue InoueYuuki
'41457','86',8.26,A-1Pictures,Lightnovel, 'n/a',"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military']","['HasegawaIkumi', 'IkumiChiba', 'ChibaShouya', 'ShouyaSuzushiro', 'SuzushiroSayumi', 'SayumiHayami', 'HayamiSaori', 'SaoriFujiwara', 'FujiwaraNatsumi', 'NatsumiYamashita', 'YamashitaSeiichirou', 'SeiichirouShiraishi', 'ShiraishiHaruka', 'HarukaYamashita', 'YamashitaDaiki', 'DaikiSugiyama', 'SugiyamaRiho', 'RihoIshiya', 'IshiyaHaruki']",86 A-1Pictures Lightnovel Action Drama Sci-Fi Mecha Military HasegawaIkumi IkumiChiba ChibaShouya ShouyaSuzushiro SuzushiroSayumi SayumiHayami HayamiSaori SaoriFujiwara FujiwaraNatsumi NatsumiYamashita YamashitaSeiichirou SeiichirouShiraishi ShiraishiHaruka HarukaYamashita YamashitaDaiki DaikiSugiyama SugiyamaRiho RihoIshiya IshiyaHaruki
'40938','HigewoSoru.SoshiteJoshikouseiwoHirou.',7.29,ProjectNo.9,Lightnovel, 'n/a',"['Drama', 'Romance']","['IchinoseKana', 'KanaOkitsu', 'OkitsuKazuyuki', 'KazuyukiKanemoto', 'KanemotoHisako', 'HisakoIshihara', 'IshiharaKaori', 'KaoriKawaida', 'KawaidaNatsumi', 'NatsumiKobayashi', 'KobayashiYuusuke', 'YuusukeIwami', 'IwamiManaka', 'ManakaToriumi', 'ToriumiKousuke', 'KousukeYuzuki', 'YuzukiRyouka', 'RyoukaOosaka', 'OosakaRyouta']",HigewoSoru.SoshiteJoshikouseiwoHirou. ProjectNo.9 Lightnovel Drama Romance IchinoseKana KanaOkitsu OkitsuKazuyuki KazuyukiKanemoto KanemotoHisako HisakoIshihara IshiharaKaori KaoriKawaida KawaidaNatsumi NatsumiKobayashi KobayashiYuusuke YuusukeIwami IwamiManaka ManakaToriumi ToriumiKousuke KousukeYuzuki YuzukiRyouka RyoukaOosaka OosakaRyouta
'46095',"""Vivy:FluoriteEye'sSong""",8.43,WitStudio,Original, 'n/a',"['Action', 'Sci-Fi', 'Suspense', 'Music', 'TimeTravel']","['TanezakiAtsumi', 'AtsumiFukuyama', 'FukuyamaJun', 'JunHikasa', 'HikasaYouko', 'YoukoAkesaka', 'AkesakaSatomi', 'SatomiHidaka', 'HidakaRina', 'RinaUchiyama', 'UchiyamaYumi', 'YumiFukushima', 'FukushimaJun', 'JunShingaki', 'ShingakiTarusuke', 'TarusukeOno', 'OnoKensho', 'KenshoKoyama', 'KoyamaRikiya']",Vivy:FluoriteEyesSong WitStudio Original Action Sci-Fi Suspense Music TimeTravel TanezakiAtsumi AtsumiFukuyama FukuyamaJun JunHikasa HikasaYouko YoukoAkesaka AkesakaSatomi SatomiHidaka HidakaRina RinaUchiyama UchiyamaYumi YumiFukushima FukushimaJun JunShingaki ShingakiTarusuke TarusukeOno OnoKensho KenshoKoyama KoyamaRikiya
'46102','OddTaxi',8.72,OLMP.I.C.S.,Original, 'n/a',"['Mystery', 'Anthropomorphic']","['HanaeNatsuki', 'NatsukiMETEOR', 'METEORSaitou', 'SaitouSouma', 'SoumaIida', 'IidaRiho', 'RihoHamada', 'HamadaKenji', 'KenjiSakai', 'SakaiKoudai', 'KoudaiKimura', 'KimuraRyouhei', 'RyouheiFurukawa', 'FurukawaMakoto', 'MakotoAsei', 'AseiYamaguchi', 'YamaguchiKappei']",OddTaxi OLMP.I.C.S. Original Mystery Anthropomorphic HanaeNatsuki NatsukiMETEOR METEORSaitou SaitouSouma SoumaIida IidaRiho RihoHamada HamadaKenji KenjiSakai SakaiKoudai KoudaiKimura KimuraRyouhei RyouheiFurukawa FurukawaMakoto MakotoAsei AseiYamaguchi YamaguchiKappei
'41456','SentouinHakenshimasu!',7.18,J.C.Staff,Lightnovel, 'n/a',"['Action', 'Comedy', 'Fantasy', 'Isekai']","['TomitaMiyu', 'MiyuShirai', 'ShiraiYuusuke', 'YuusukeMurakami', 'MurakamiNatsumi', 'NatsumiTakahashi', 'TakahashiMinami', 'MinamiKikuchi', 'KikuchiSayaka', 'SayakaSeto', 'SetoAsami', 'AsamiWatabe', 'WatabeSayumi', 'SayumiIshihara', 'IshiharaKaori', 'KaoriKoyama', 'KoyamaRikiya', 'RikiyaHidaka', 'HidakaRina']",SentouinHakenshimasu! J.C.Staff Lightnovel Action Comedy Fantasy Isekai TomitaMiyu MiyuShirai ShiraiYuusuke YuusukeMurakami MurakamiNatsumi NatsumiTakahashi TakahashiMinami MinamiKikuchi KikuchiSayaka SayakaSeto SetoAsami AsamiWatabe WatabeSayumi SayumiIshihara IshiharaKaori KaoriKoyama KoyamaRikiya RikiyaHidaka HidakaRina
'41487','TenseishitaraSlimeDattaKen2ndSeasonPart2',8.32,8bit,Manga, 'n/a',"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Mythology', 'Reincarnation']","['OkasakiMiho', 'MihoHidaka', 'HidakaRina', 'RinaSakurai', 'SakuraiTakahiro', 'TakahiroSenbongi', 'SenbongiSayaka', 'SayakaIchimichi', 'IchimichiMao', 'MaoMaeno', 'MaenoTomoaki', 'TomoakiFurukawa', 'FurukawaMakoto', 'MakotoKobayashi', 'KobayashiChikahiro', 'ChikahiroEguchi', 'EguchiTakuya', 'TakuyaTomari', 'TomariAsuna']",TenseishitaraSlimeDattaKen2ndSeasonPart2 8bit Manga Action Adventure Comedy Fantasy Isekai Mythology Reincarnation OkasakiMiho MihoHidaka HidakaRina RinaSakurai SakuraiTakahiro TakahiroSenbongi SenbongiSayaka SayakaIchimichi IchimichiMao MaoMaeno MaenoTomoaki TomoakiFurukawa FurukawaMakoto MakotoKobayashi KobayashiChikahiro ChikahiroEguchi EguchiTakuya TakuyaTomari TomariAsuna
'39247','Kobayashi-sanChinoMaidDragonS',8.35,KyotoAnimation,Manga, 'n/a',"['Fantasy', 'SliceofLife']","['NaganawaMaria', 'MariaKuwahara', 'KuwaharaYuuki', 'YuukiTamura', 'TamuraMutsumi', 'MutsumiTakahashi', 'TakahashiMinami', 'MinamiTakada', 'TakadaYuuki', 'YuukiOno', 'OnoDaisuke', 'DaisukeMineuchi', 'MineuchiTomomi', 'TomomiKatou', 'KatouEmiri', 'EmiriIshihara', 'IshiharaKaori', 'KaoriNakamura', 'NakamuraYuuichi']",Kobayashi-sanChinoMaidDragonS KyotoAnimation Manga Fantasy SliceofLife NaganawaMaria MariaKuwahara KuwaharaYuuki YuukiTamura TamuraMutsumi MutsumiTakahashi TakahashiMinami MinamiTakada TakadaYuuki YuukiOno OnoDaisuke DaisukeMineuchi MineuchiTomomi TomomiKatou KatouEmiri EmiriIshihara IshiharaKaori KaoriNakamura NakamuraYuuichi
'48580','VanitasnoKarte',7.91,Bones,Manga, 'Shounen',"['Supernatural', 'Historical', 'Vampire', 'Shounen']","['HanaeNatsuki', 'NatsukiIshikawa', 'IshikawaKaito', 'KaitoMinase', 'MinaseInori', 'InoriKayano', 'KayanoAi', 'AiKawanishi', 'KawanishiKengo', 'KengoKomaki', 'KomakiMiyu', 'MiyuShimabukuro', 'ShimabukuroMiyuri', 'MiyuriMurase', 'MuraseAyumu', 'AyumuPark', 'ParkRomi']",VanitasnoKarte Bones Manga Supernatural Historical Vampire Shounen HanaeNatsuki NatsukiIshikawa IshikawaKaito KaitoMinase MinaseInori InoriKayano KayanoAi AiKawanishi KawanishiKengo KengoKomaki KomakiMiyu MiyuShimabukuro ShimabukuroMiyuri MiyuriMurase MuraseAyumu AyumuPark ParkRomi
'41710','GenjitsuShugiYuushanoOukokuSaikenki',7.23,J.C.Staff,Lightnovel, 'n/a',"['Action', 'Fantasy', 'Romance', 'Harem', 'Isekai', 'Military']","['MinaseInori', 'InoriKobayashi', 'KobayashiYuusuke', 'YuusukeUeda', 'UedaReina', 'ReinaHasegawa', 'HasegawaIkumi', 'IkumiIchimichi', 'IchimichiMao', 'MaoKishimoto', 'KishimotoMoeka', 'MoekaOkitsu', 'OkitsuKazuyuki', 'KazuyukiTerakawa', 'TerakawaAimi', 'AimiHorie', 'HorieYui', 'YuiIshikawa', 'IshikawaYui']",GenjitsuShugiYuushanoOukokuSaikenki J.C.Staff Lightnovel Action Fantasy Romance Harem Isekai Military MinaseInori InoriKobayashi KobayashiYuusuke YuusukeUeda UedaReina ReinaHasegawa HasegawaIkumi IkumiIchimichi IchimichiMao MaoKishimoto KishimotoMoeka MoekaOkitsu OkitsuKazuyuki KazuyukiTerakawa TerakawaAimi AimiHorie HorieYui YuiIshikawa IshikawaYui
'43523','TsukigaMichibikuIsekaiDouchuu',7.72,C2C,Lightnovel, 'n/a',"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai']","['HanaeNatsuki', 'NatsukiSakura', 'SakuraAyane', 'AyaneKitou', 'KitouAkari', 'AkariTanaka', 'TanakaMinami', 'MinamiTsuda', 'TsudaKenjirou', 'KenjirouHayami', 'HayamiSaori', 'SaoriMaeno', 'MaenoTomoaki', 'TomoakiSawashiro', 'SawashiroMiyuki', 'MiyukiKubo', 'KuboYurika', 'YurikaKitamori', 'KitamoriSaika']",TsukigaMichibikuIsekaiDouchuu C2C Lightnovel Action Adventure Comedy Fantasy Isekai HanaeNatsuki NatsukiSakura SakuraAyane AyaneKitou KitouAkari AkariTanaka TanakaMinami MinamiTsuda TsudaKenjirou KenjirouHayami HayamiSaori SaoriMaeno MaenoTomoaki TomoakiSawashiro SawashiroMiyuki MiyukiKubo KuboYurika YurikaKitamori KitamoriSaika
'43969','KanojomoKanojo',6.56,TezukaProductions,Manga, 'Shounen',"['Comedy', 'Romance', 'Harem', 'School', 'Shounen']","['TakahashiRie', 'RieWaki', 'WakiAzumi', 'AzumiSakura', 'SakuraAyane', 'AyaneTaketatsu', 'TaketatsuAyana', 'AyanaEnoki', 'EnokiJunya', 'JunyaKoshimizu', 'KoshimizuAmi', 'AmiSeki', 'SekiTomokazu']",KanojomoKanojo TezukaProductions Manga Comedy Romance Harem School Shounen TakahashiRie RieWaki WakiAzumi AzumiSakura SakuraAyane AyaneTaketatsu TaketatsuAyana AyanaEnoki EnokiJunya JunyaKoshimizu KoshimizuAmi AmiSeki SekiTomokazu
'40904','BokutachinoRemake',7.43,feel.,Lightnovel, 'n/a',"['Drama', 'Romance', 'SliceofLife', 'TimeTravel']","['KogaAoi', 'AoiTouyama', 'TouyamaNao', 'NaoItou', 'ItouMasahiro', 'MasahiroTerakawa', 'TerakawaAimi', 'AimiIshiya', 'IshiyaHaruki', 'HarukiHonizumi', 'HonizumiRina', 'RinaOozora', 'OozoraNaomi', 'NaomiTakahashi', 'TakahashiRie', 'RieSawashiro', 'SawashiroMiyuki', 'MiyukiTanda', 'TandaHazuki']",BokutachinoRemake feel. Lightnovel Drama Romance SliceofLife TimeTravel KogaAoi AoiTouyama TouyamaNao NaoItou ItouMasahiro MasahiroTerakawa TerakawaAimi AimiIshiya IshiyaHaruki HarukiHonizumi HonizumiRina RinaOozora OozoraNaomi NaomiTakahashi TakahashiRie RieSawashiro SawashiroMiyuki MiyukiTanda TandaHazuki
'48926','Komi-sanwaComyushoudesu.',7.99,OLM,4-komamanga, 'Shounen',"['Comedy', 'RomanticSubtext', 'School', 'Shounen']","['KogaAoi', 'AoiKajiwara', 'KajiwaraGakuto', 'GakutoMurakawa', 'MurakawaRie', 'RieMoriyama', 'MoriyamaYurika', 'YurikaEnoki', 'EnokiJunya', 'JunyaAoki', 'AokiRuriko', 'RurikoOokubo', 'OokuboRumi', 'RumiInoue', 'InoueKikuko', 'KikukoFujii', 'FujiiYukiyo', 'YukiyoUchida', 'UchidaMaaya']",Komi-sanwaComyushoudesu. OLM 4-komamanga Comedy RomanticSubtext School Shounen KogaAoi AoiKajiwara KajiwaraGakuto GakutoMurakawa MurakawaRie RieMoriyama MoriyamaYurika YurikaEnoki EnokiJunya JunyaAoki AokiRuriko RurikoOokubo OokuboRumi RumiInoue InoueKikuko KikukoFujii FujiiYukiyo YukiyoUchida UchidaMaaya
'45576','MushokuTensei:IsekaiIttaraHonkiDasuPart2',8.73,StudioBind,Lightnovel, 'n/a',"['Drama', 'Fantasy', 'Ecchi', 'Isekai', 'Reincarnation']","['UchiyamaYumi', 'YumiKakuma', 'KakumaAi', 'AiKohara', 'KoharaKonomi', 'KonomiKayano', 'KayanoAi', 'AiNamikawa', 'NamikawaDaisuke', 'DaisukeToyoguchi', 'ToyoguchiMegumi', 'MegumiTsuda', 'TsudaKenjirou', 'KenjirouMorikawa', 'MorikawaToshiyuki', 'ToshiyukiKanemoto', 'KanemotoHisako', 'HisakoTakada', 'TakadaYuuki']",MushokuTensei:IsekaiIttaraHonkiDasuPart2 StudioBind Lightnovel Drama Fantasy Ecchi Isekai Reincarnation UchiyamaYumi YumiKakuma KakumaAi AiKohara KoharaKonomi KonomiKayano KayanoAi AiNamikawa NamikawaDaisuke DaisukeToyoguchi ToyoguchiMegumi MegumiTsuda TsudaKenjirou KenjirouMorikawa MorikawaToshiyuki ToshiyukiKanemoto KanemotoHisako HisakoTakada TakadaYuuki
'49926','KimetsunoYaiba:MugenRessha-hen',8.38,ufotable,Manga, 'Shounen',"['Action', 'Fantasy', 'Historical', 'Shounen']","['HanaeNatsuki', 'NatsukiShimono', 'ShimonoHiro', 'HiroKitou', 'KitouAkari', 'AkariMatsuoka', 'MatsuokaYoshitsugu', 'YoshitsuguHino', 'HinoSatoshi', 'SatoshiHayami', 'HayamiSaori', 'SaoriSakurai', 'SakuraiTakahiro', 'TakahiroKonishi', 'KonishiKatsuyuki', 'KatsuyukiKawanishi', 'KawanishiKengo', 'KengoIshida', 'IshidaAkira']",KimetsunoYaiba:MugenRessha-hen ufotable Manga Action Fantasy Historical Shounen HanaeNatsuki NatsukiShimono ShimonoHiro HiroKitou KitouAkari AkariMatsuoka MatsuokaYoshitsugu YoshitsuguHino HinoSatoshi SatoshiHayami HayamiSaori SaoriSakurai SakuraiTakahiro TakahiroKonishi KonishiKatsuyuki KatsuyukiKawanishi KawanishiKengo KengoIshida IshidaAkira
'40834','OusamaRanking',8.59,WitStudio,Webmanga, 'n/a',"['Adventure', 'Fantasy']","['HinataMinami', 'MinamiMurase', 'MuraseAyumu', 'AyumuSatou', 'SatouRina', 'RinaSakurai', 'SakuraiTakahiro', 'TakahiroShimoyama', 'ShimoyamaYoshimitsu', 'YoshimitsuSakamoto', 'SakamotoMaaya', 'MaayaKaji', 'KajiYuuki', 'YuukiUeda', 'UedaYouji', 'YoujiTadokoro', 'TadokoroHinata', 'HinataYusa', 'YusaKouji']",OusamaRanking WitStudio Webmanga Adventure Fantasy HinataMinami MinamiMurase MuraseAyumu AyumuSatou SatouRina RinaSakurai SakuraiTakahiro TakahiroShimoyama ShimoyamaYoshimitsu YoshimitsuSakamoto SakamotoMaaya MaayaKaji KajiYuuki YuukiUeda UedaYouji YoujiTadokoro TadokoroHinata HinataYusa YusaKouji
'48556','TaktOp.Destiny',7.16,MadhouseMAPPA,Mixedmedia, 'n/a',"['Action', 'Fantasy', 'Music']","['WakayamaShion', 'ShionUchiyama', 'UchiyamaKouki', 'KoukiItou', 'ItouMiku', 'MikuHondo', 'HondoKaede', 'KaedeMinase', 'MinaseInori', 'InoriUeda', 'UedaReina', 'ReinaHino', 'HinoSatoshi', 'SatoshiHanawa', 'HanawaEiji', 'EijiUesaka', 'UesakaSumire', 'SumireNamikawa', 'NamikawaDaisuke']",TaktOp.Destiny MadhouseMAPPA Mixedmedia Action Fantasy Music WakayamaShion ShionUchiyama UchiyamaKouki KoukiItou ItouMiku MikuHondo HondoKaede KaedeMinase MinaseInori InoriUeda UedaReina ReinaHino HinoSatoshi SatoshiHanawa HanawaEiji EijiUesaka UesakaSumire SumireNamikawa NamikawaDaisuke
'47790','SekaiSaikounoAnsatsushaIsekaiKizokuniTenseisuru',7.38,SILVERLINK.StudioPalette,Lightnovel, 'n/a',"['Action', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Isekai', 'Reincarnation']","['AkabaneKenji', 'KenjiUeda', 'UedaReina', 'ReinaShimoji', 'ShimojiShino', 'ShinoTakada', 'TakadaYuuki', 'YuukiTamura', 'TamuraYukari', 'YukariTakahashi', 'TakahashiChiaki', 'ChiakiMomosuzu', 'MomosuzuNene', 'NeneMorikawa', 'MorikawaToshiyuki', 'ToshiyukiTaniyama', 'TaniyamaKishou']",SekaiSaikounoAnsatsushaIsekaiKizokuniTenseisuru SILVERLINK.StudioPalette Lightnovel Action Drama Fantasy Mystery Romance Isekai Reincarnation AkabaneKenji KenjiUeda UedaReina ReinaShimoji ShimojiShino ShinoTakada TakadaYuuki YuukiTamura TamuraYukari YukariTakahashi TakahashiChiaki ChiakiMomosuzu MomosuzuNene NeneMorikawa MorikawaToshiyuki ToshiyukiTaniyama TaniyamaKishou
'48483','Mieruko-chan',7.45,Passione,Manga, 'n/a',"['Comedy', 'Horror', 'Supernatural', 'School']","['AmamiyaSora', 'SoraHondo', 'HondoKaede', 'KaedeSakura', 'SakuraAyane', 'AyaneNakamura', 'NakamuraYuuichi', 'YuuichiHanamori', 'HanamoriYumiri', 'YumiriImaruoka', 'ImaruokaAtsushi', 'AtsushiToriumi', 'ToriumiKousuke', 'KousukeTani', 'TaniIkuko', 'IkukoNabatame', 'NabatameHitomi']",Mieruko-chan Passione Manga Comedy Horror Supernatural School AmamiyaSora SoraHondo HondoKaede KaedeSakura SakuraAyane AyaneNakamura NakamuraYuuichi YuuichiHanamori HanamoriYumiri YumiriImaruoka ImaruokaAtsushi AtsushiToriumi ToriumiKousuke KousukeTani TaniIkuko IkukoNabatame NabatameHitomi
'46352','BluePeriod',7.84,SevenArcs,Manga, 'Seinen',"['Drama', 'SliceofLife', 'School', 'VisualArts', 'Seinen']","['MinetaHiromu', 'HiromuHanamori', 'HanamoriYumiri', 'YumiriYamashita', 'YamashitaDaiki', 'DaikiKawanishi', 'KawanishiKengo', 'KengoMiyamoto', 'MiyamotoYume', 'YumeAoyagi', 'AoyagiMayu', 'MayuKazu', 'KazuYuuki', 'YuukiHirano', 'HiranoFumi', 'FumiHanazawa', 'HanazawaKana', 'KanaKamio', 'KamioShinichirou']",BluePeriod SevenArcs Manga Drama SliceofLife School VisualArts Seinen MinetaHiromu HiromuHanamori HanamoriYumiri YumiriYamashita YamashitaDaiki DaikiKawanishi KawanishiKengo KengoMiyamoto MiyamotoYume YumeAoyagi AoyagiMayu MayuKazu KazuYuuki YuukiHirano HiranoFumi FumiHanazawa HanazawaKana KanaKamio KamioShinichirou
'48569','86Part2',8.71,A-1Pictures,Lightnovel, 'n/a',"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military']","['HasegawaIkumi', 'IkumiChiba', 'ChibaShouya', 'ShouyaSuzushiro', 'SuzushiroSayumi', 'SayumiHayami', 'HayamiSaori', 'SaoriKuno', 'KunoMisaki', 'MisakiFujiwara', 'FujiwaraNatsumi', 'NatsumiYamashita', 'YamashitaSeiichirou', 'SeiichirouShiraishi', 'ShiraishiHaruka', 'HarukaUchida', 'UchidaYuuya', 'YuuyaYamashita', 'YamashitaDaiki']",86Part2 A-1Pictures Lightnovel Action Drama Sci-Fi Mecha Military HasegawaIkumi IkumiChiba ChibaShouya ShouyaSuzushiro SuzushiroSayumi SayumiHayami HayamiSaori SaoriKuno KunoMisaki MisakiFujiwara FujiwaraNatsumi NatsumiYamashita YamashitaSeiichirou SeiichirouShiraishi ShiraishiHaruka HarukaUchida UchidaYuuya YuuyaYamashita YamashitaDaiki
'42351','SenpaigaUzaiKouhainoHanashi',7.65,DogaKobo,Webmanga, 'n/a',"['Comedy', 'SliceofLife', 'AdultCast', 'RomanticSubtext', 'Workplace']","['KusunokiTomori', 'TomoriTakeuchi', 'TakeuchiShunsuke', 'ShunsukeHayami', 'HayamiSaori', 'SaoriTsuchida', 'TsuchidaReiou', 'ReiouAoyama', 'AoyamaReina', 'ReinaKoga', 'KogaAoi', 'AoiOotsuka', 'OotsukaAkio', 'AkioAoyama', 'AoyamaYutaka', 'YutakaHorie', 'HorieYui', 'YuiOdagaki', 'OdagakiYuta']",SenpaigaUzaiKouhainoHanashi DogaKobo Webmanga Comedy SliceofLife AdultCast RomanticSubtext Workplace KusunokiTomori TomoriTakeuchi TakeuchiShunsuke ShunsukeHayami HayamiSaori SaoriTsuchida TsuchidaReiou ReiouAoyama AoyamaReina ReinaKoga KogaAoi AoiOotsuka OotsukaAkio AkioAoyama AoyamaYutaka YutakaHorie HorieYui YuiOdagaki OdagakiYuta
'30','NeonGenesisEvangelion',8.34,GainaxTatsunokoProduction,Original, 'n/a',"['Action', 'AvantGarde', 'Drama', 'Sci-Fi', 'Mecha', 'Psychological']","['MiyamuraYuko', 'YukoOgata', 'OgataMegumi', 'MegumiHayashibara', 'HayashibaraMegumi', 'MegumiMitsuishi', 'MitsuishiKotono', 'KotonoIshida', 'IshidaAkira', 'AkiraHayashibara', 'HayashibaraMegumi', 'MegumiTachiki', 'TachikiFumihiko', 'FumihikoYamadera', 'YamaderaKouichi', 'KouichiYamaguchi', 'YamaguchiYuriko', 'YurikoSeki', 'SekiTomokazu']",NeonGenesisEvangelion GainaxTatsunokoProduction Original Action AvantGarde Drama Sci-Fi Mecha Psychological MiyamuraYuko YukoOgata OgataMegumi MegumiHayashibara HayashibaraMegumi MegumiMitsuishi MitsuishiKotono KotonoIshida IshidaAkira AkiraHayashibara HayashibaraMegumi MegumiTachiki TachikiFumihiko FumihikoYamadera YamaderaKouichi KouichiYamaguchi YamaguchiYuriko YurikoSeki SekiTomokazu
'1','CowboyBebop',8.75,Sunrise,Original, 'n/a',"['Action', 'Sci-Fi', 'AdultCast', 'Space']","['YamaderaKouichi', 'KouichiHayashibara', 'HayashibaraMegumi', 'MegumiTada', 'TadaAoi', 'AoiIshizuka', 'IshizukaUnshou', 'UnshouYamadera', 'YamaderaKouichi', 'KouichiWakamoto', 'WakamotoNorio', 'NorioHoriuchi', 'HoriuchiKenyuu', 'KenyuuTakashima', 'TakashimaGara', 'GaraEbara', 'EbaraMasashi', 'MasashiGinga', 'GingaBanjou']",CowboyBebop Sunrise Original Action Sci-Fi AdultCast Space YamaderaKouichi KouichiHayashibara HayashibaraMegumi MegumiTada TadaAoi AoiIshizuka IshizukaUnshou UnshouYamadera YamaderaKouichi KouichiWakamoto WakamotoNorio NorioHoriuchi HoriuchiKenyuu KenyuuTakashima TakashimaGara GaraEbara EbaraMasashi MasashiGinga GingaBanjou
